UNIQUE_ID,COUNTYFP,County,Precinct,CONG_DIST,GCON01DJAC,GCON01OWRI,GCON01RCAR,GCON02DKEL,GCON02RLYN,GCON03DRAM,GCON03RBUR,GCON04DGAR,GCON04OWRI,GCON04RFAL,GCON04WHER,GCON05DQUI,GCON05ICRU,GCON05RHAN,GCON06DCAS,GCON06OWRI,GCON06RPEK,GCON07DDAV,GCON07OWRI,GCON08DKRI,GCON08RDAR,GCON09DSCH,GCON09RRIC,GCON10DSCH,GCON10RSEV,GCON11DFOS,GCON11OWRI,GCON11RLAU,GCON12DMAR,GCON12OWRI,GCON12RBOS,GCON13DBUD,GCON13OWRI,GCON13RDEE,GCON14DUND,GCON14OWRI,GCON14RGRY,GCON15DLAN,GCON15RMIL,GCON16DHAD,GCON16RLAH,GCON17DSOR,GCON17OWRI,GCON17RKIN
COOK-:-WARD 28 PRECINCT 25,31,COOK,WARD 28 PRECINCT 25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 28 PRECINCT 26,31,COOK,WARD 28 PRECINCT 26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 07,31,COOK,WARD 29 PRECINCT 07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 08,31,COOK,WARD 29 PRECINCT 08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 09,31,COOK,WARD 29 PRECINCT 09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 10,31,COOK,WARD 29 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 11,31,COOK,WARD 29 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 12,31,COOK,WARD 29 PRECINCT 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 13,31,COOK,WARD 29 PRECINCT 13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 14,31,COOK,WARD 29 PRECINCT 14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 15,31,COOK,WARD 29 PRECINCT 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 16,31,COOK,WARD 29 PRECINCT 16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 17,31,COOK,WARD 29 PRECINCT 17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 18,31,COOK,WARD 29 PRECINCT 18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 19,31,COOK,WARD 29 PRECINCT 19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,574,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 20,31,COOK,WARD 29 PRECINCT 20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 21,31,COOK,WARD 29 PRECINCT 21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 22,31,COOK,WARD 29 PRECINCT 22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 23,31,COOK,WARD 29 PRECINCT 23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 29 PRECINCT 24,31,COOK,WARD 29 PRECINCT 24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 01,31,COOK,WARD 34 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 02,31,COOK,WARD 34 PRECINCT 02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 03,31,COOK,WARD 34 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,772,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 04,31,COOK,WARD 34 PRECINCT 04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 05,31,COOK,WARD 34 PRECINCT 05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 06,31,COOK,WARD 34 PRECINCT 06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 07,31,COOK,WARD 34 PRECINCT 07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 08,31,COOK,WARD 34 PRECINCT 08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,418,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 09,31,COOK,WARD 34 PRECINCT 09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,782,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 10,31,COOK,WARD 34 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 11,31,COOK,WARD 34 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 12,31,COOK,WARD 34 PRECINCT 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 13,31,COOK,WARD 34 PRECINCT 13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 14,31,COOK,WARD 34 PRECINCT 14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 15,31,COOK,WARD 34 PRECINCT 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 16,31,COOK,WARD 34 PRECINCT 16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 17,31,COOK,WARD 34 PRECINCT 17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 18,31,COOK,WARD 34 PRECINCT 18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 19,31,COOK,WARD 34 PRECINCT 19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 34 PRECINCT 20,31,COOK,WARD 34 PRECINCT 20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 36 PRECINCT 17,31,COOK,WARD 36 PRECINCT 17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 36 PRECINCT 21,31,COOK,WARD 36 PRECINCT 21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 36 PRECINCT 22,31,COOK,WARD 36 PRECINCT 22,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,632,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 36 PRECINCT 23,31,COOK,WARD 36 PRECINCT 23,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 36 PRECINCT 24,31,COOK,WARD 36 PRECINCT 24,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 36 PRECINCT 25,31,COOK,WARD 36 PRECINCT 25,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 36 PRECINCT 26,31,COOK,WARD 36 PRECINCT 26,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 36 PRECINCT 27,31,COOK,WARD 36 PRECINCT 27,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 01,31,COOK,WARD 37 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 03,31,COOK,WARD 37 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 04,31,COOK,WARD 37 PRECINCT 04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 05,31,COOK,WARD 37 PRECINCT 05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 06,31,COOK,WARD 37 PRECINCT 06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 08,31,COOK,WARD 37 PRECINCT 08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 09,31,COOK,WARD 37 PRECINCT 09,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 10,31,COOK,WARD 37 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 11,31,COOK,WARD 37 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 12,31,COOK,WARD 37 PRECINCT 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 13,31,COOK,WARD 37 PRECINCT 13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 14,31,COOK,WARD 37 PRECINCT 14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 15,31,COOK,WARD 37 PRECINCT 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 17,31,COOK,WARD 37 PRECINCT 17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 18,31,COOK,WARD 37 PRECINCT 18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 37 PRECINCT 20,31,COOK,WARD 37 PRECINCT 20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 01,31,COOK,WARD 42 PRECINCT 01,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 02,31,COOK,WARD 42 PRECINCT 02,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 03,31,COOK,WARD 42 PRECINCT 03,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,737,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 04,31,COOK,WARD 42 PRECINCT 04,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 05,31,COOK,WARD 42 PRECINCT 05,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 06,31,COOK,WARD 42 PRECINCT 06,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 07,31,COOK,WARD 42 PRECINCT 07,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 08,31,COOK,WARD 42 PRECINCT 08,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 10,31,COOK,WARD 42 PRECINCT 10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 11,31,COOK,WARD 42 PRECINCT 11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 12,31,COOK,WARD 42 PRECINCT 12,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 13,31,COOK,WARD 42 PRECINCT 13,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 14,31,COOK,WARD 42 PRECINCT 14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 15,31,COOK,WARD 42 PRECINCT 15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 16,31,COOK,WARD 42 PRECINCT 16,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 17,31,COOK,WARD 42 PRECINCT 17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,790,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 18,31,COOK,WARD 42 PRECINCT 18,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 19,31,COOK,WARD 42 PRECINCT 19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 20,31,COOK,WARD 42 PRECINCT 20,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COOK-:-WARD 42 PRECINCT 21,31,COOK,WARD 42 PRECINCT 21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,797,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
